Output File,Cost J,Overshoot,Settling Time (s),Steady-State Error
kp7.0_kd13.0_ki6.0.csv,43.5792405625,0.10525999999999991,6.51,0.006039000000000017
kp9.0_kd15.0_ki5.6.csv,44.029637689999994,0.07587999999999995,6.59,0.003209999999999935
kp9.0_kd15.0_ki6.0.csv,44.324255889999996,0.08742000000000005,6.6,0.0001100000000000545
kp7.0_kd13.0_ki5.6.csv,44.439952489999996,0.0926499999999999,6.6,0.0029360000000000497
kp7.0_kd13.0_ki5.2.csv,44.59052215999999,0.07953999999999994,6.63,0.0006200000000000649
kp5.0_kd11.0_ki5.2.csv,44.745598089999994,0.10297,6.6,0.007079999999999975
kp15.0_kd5.0_ki4.4.csv,45.0160833256,-0.022565999999999975,6.61,0.022565999999999975
kp5.0_kd11.0_ki4.4.csv,45.54812001,0.07200999999999991,6.71,0.0014799999999999258
kp5.0_kd11.0_ki4.8.csv,45.68483765,0.08777999999999997,6.7,0.003117999999999954
kp15.0_kd7.0_ki4.0.csv,47.142446682599996,-0.02465099999999998,6.75,0.02465099999999998
kp13.0_kd5.0_ki4.0.csv,47.79246456,-0.023340000000000027,6.81,0.023340000000000027
kp5.0_kd13.0_ki6.0.csv,52.248304770000004,0.16094000000000008,6.97,0.020758000000000054
kp7.0_kd15.0_ki6.0.csv,53.834563582499996,0.12925999999999993,7.21,0.008476999999999957
kp5.0_kd13.0_ki5.6.csv,54.356933982499996,0.14676,7.18,0.016132999999999953
kp7.0_kd15.0_ki4.0.csv,55.301430660000015,0.058210000000000095,7.36,0.017810000000000104
kp7.0_kd15.0_ki5.6.csv,55.69496148,0.11631999999999998,7.37,0.0031639999999999446
kp15.0_kd5.0_ki4.0.csv,56.1312389466,-0.028479000000000032,7.35,0.028479000000000032
kp5.0_kd13.0_ki5.2.csv,56.74744325,0.13185000000000002,7.4,0.009979999999999989
kp7.0_kd15.0_ki5.2.csv,57.623654009999996,0.10275999999999996,7.52,0.00262999999999991
kp7.0_kd15.0_ki4.8.csv,59.18138761,0.08855999999999997,7.63,0.008490000000000109
kp7.0_kd15.0_ki4.4.csv,59.38970666,0.07370999999999994,7.64,0.0138100000000001
kp5.0_kd13.0_ki4.8.csv,59.4313576925,0.1161700000000001,7.62,0.002638999999999947
kp5.0_kd13.0_ki4.4.csv,62.060266889999994,0.09966999999999993,7.81,0.005319999999999991
kp5.0_kd15.0_ki6.0.csv,62.33364545,0.18663999999999992,7.55,0.027186000000000043
kp5.0_kd13.0_ki4.0.csv,64.14522389000001,0.08233000000000001,7.94,0.013020000000000032
kp5.0_kd15.0_ki5.6.csv,64.68224794,0.17235,7.8,0.01867399999999997
kp5.0_kd15.0_ki5.2.csv,67.62141259250001,0.15727000000000002,8.06,0.008588999999999958
kp5.0_kd15.0_ki4.8.csv,71.56842524999999,0.14129999999999998,8.34,0.0025500000000000522
kp5.0_kd15.0_ki4.4.csv,76.51134321000002,0.12436000000000003,8.63,0.013970000000000038
kp5.0_kd15.0_ki4.0.csv,82.03513144000001,0.10637999999999992,8.91,0.024620000000000086
